City,Magnitude,MMI,CDI,Latitude,Longitude,Time,Year,Month,Day
"16km SSE of Little Lake, CA",4.7,5.87,,35.816,-117.8163333,09:02:50,1981,04,19
"18km SE of Little Lake, CA",4.14,,,35.826,-117.7561667,09:02:10,1981,04,19
"8 km N of Day Valley, California",4.1,,,37.1121667,-121.877,19:41:37,1981,04,25
"13km SW of Westmorland, CA",4.17,,,32.961,-115.724,12:40:41,1981,04,26
"6km N of Westmorland, CA",5.75,7.812,,33.0955,-115.6245,12:09:28,1981,04,26
"26 km NNW of Benton, California",4.2,,,38.047,-118.575,22:54:50,1981,04,28
"10 km WSW of Virginia City, Nevada",4.2,,,39.273,-119.768,11:55:52,1981,04,29
"12 km NNW of Benton, California",4.5,,,37.9241667,-118.5345,01:02:37,1981,05,07
"64 km SSW of Rachel, Nevada",4.2,,,37.102,-116.004,16:00:00,1981,05,29
"58 km NE of Beatty, Nevada",5.5,,,37.303,-116.326,18:00:00,1981,06,06
"4 km SW of Tres Pinos, California",4.3,,,36.7548333,-121.3535,03:09:05,1981,06,08
"6km SW of Tehachapi, CA",4.02,,,35.0978333,-118.5035,04:57:47,1981,06,22
"62 km SSW of Rachel, Nevada",4.2,,,37.129,-116.034,14:00:00,1981,07,10
"35km SE of San Clemente Is. (SE tip), CA",4.12,,,32.6428333,-118.036,21:50:29,1981,07,11
"19 km N of Fraccionamiento del Valle, Mexico",4.3,,,32.083,-116.267,11:38:48,1981,07,24
"2 km ESE of Tres Pinos, California",4.2,,,36.7763333,-121.2936667,12:49:59,1981,08,14
"60 km SSW of Rachel, Nevada",4.3,,,37.16,-116.067,14:31:00,1981,08,27
"11km NNW of Santa Barbara Is., CA",5.45,5.3,,33.5575,-119.1195,15:50:48,1981,09,04
California-Nevada border region,4.3,,,38.06,-118.59,18:12:58,1981,09,12
"3 km S of San Juan Bautista, California",4.0,,,36.8108333,-121.5433333,07:34:39,1981,09,28
California-Nevada border region,4.2,,,37.5335,-118.8036667,19:35:11,1981,09,30
"15 km WSW of Aspen Springs, California",4.0,,,37.5258333,-118.8796667,16:34:31,1981,09,30
"11 km SE of Mammoth Lakes, California",4.5,,,37.566,-118.8885,14:50:06,1981,09,30
"11 km E of Mammoth Lakes, California",4.9,,,37.6406667,-118.8445,13:05:47,1981,09,30
"11 km SE of Mammoth Lakes, California",5.9,7.455,,37.5838333,-118.8645,11:53:26,1981,09,30
"64 km NNW of Indian Springs, Nevada",4.9,,,37.082,-116.009,19:00:00,1981,10,01
"14 km WSW of Aspen Springs, California",4.5,,,37.5116667,-118.8736667,07:01:54,1981,10,01
"15 km WSW of Aspen Springs, California",4.12,,,37.4941667,-118.8718333,07:01:04,1981,10,01
"11 km E of Mammoth Lakes, California",4.1,,,37.6378333,-118.8475,07:37:21,1981,10,02
"9 km WNW of Aspen Springs, California",4.0,,,37.5983333,-118.8083333,01:20:36,1981,10,03
"17km NNE of Santa Barbara Is., CA",4.61,3.16,,33.618,-119.017,19:15:52,1981,10,23
"14km NNE of Santa Barbara Is., CA",4.76,3.87,,33.5898333,-119.0041667,17:28:16,1981,10,23
"42 km WSW of Sonoita, Mexico",4.9,,,31.688,-113.254,19:31:01,1981,10,29
"19km N of Pine Mountain Club, CA",4.19,,,35.0128333,-119.1778333,22:37:04,1981,11,10
"18km N of Pine Mountain Club, CA",4.71,5.76,,35.0106667,-119.1335,22:34:35,1981,11,10
"64 km ENE of Beatty, Nevada",4.8,,,37.076,-116.068,20:00:00,1981,11,11
"65 km SSW of Rachel, Nevada",5.3,,,37.108,-116.049,15:00:00,1981,11,12
"26 km NNW of Mina, Nevada",4.5,,,38.62,-118.188,16:18:50,1981,12,01
"62 km SSW of Rachel, Nevada",4.6,,,37.148,-116.071,15:00:00,1981,12,03
"32 km NNW of Mina, Nevada",4.1,,,38.668,-118.223,07:47:51,1981,12,07
"61 km ENE of Beatty, Nevada",4.4,,,37.115,-116.123,21:05:00,1981,12,16
"28 km NNW of Mina, Nevada",4.4,,,38.633,-118.21,20:56:52,1981,12,19
"55 km SW of Puerto Peñasco, Mexico",4.5,,,30.937,-113.914,03:06:21,1981,12,20
"48 km ENE of San Vicente, Mexico",4.3,,,31.467,-115.767,04:24:05,1982,01,06
"32 km SSE of Dyer, Nevada",4.3,,,37.3971667,-117.9226667,15:44:07,1982,01,24
California-Nevada border region,4.5,,,38.543,-118.066,22:51:02,1982,01,28
"25 km N of Mina, Nevada",4.3,,,38.622,-118.09,22:50:43,1982,01,28
"66 km ENE of Beatty, Nevada",5.9,,,37.091,-116.051,16:00:00,1982,01,28
"60 km WSW of Rachel, Nevada",5.6,,,37.348,-116.316,15:25:00,1982,02,12
"43 km NE of Beatty, Nevada",5.4,,,37.224,-116.463,14:55:00,1982,02,12
"13km NE of Inyokern, CA",4.02,,,35.742,-117.724,03:10:22,1982,03,01
"12km NNE of Inyokern, CA",4.62,,,35.747,-117.766,20:51:00,1982,03,07
"14km NNE of Inyokern, CA",4.32,,,35.76,-117.733,20:50:12,1982,03,07
"17km S of Searles Valley, CA",4.0,,,35.613,-117.433,21:45:37,1982,03,11
"11km NNW of Ocotillo Wells, CA",4.07,,,33.24,-116.169,09:00:40,1982,03,22
"12km SSW of Ocotillo Wells, CA",4.48,,,33.052,-116.204,08:53:28,1982,03,22
"16km WNW of Malibu, CA",4.01,,,34.063,-118.97,11:02:12,1982,04,13
"24 km N of Benton, California",4.5,,,38.035,-118.502,21:52:08,1982,04,15
"58 km NNW of Indian Springs, Nevada",4.5,,,37.017,-116.01,18:00:00,1982,04,17
"48 km NE of Beatty, Nevada",5.4,,,37.256,-116.422,18:05:00,1982,04,25
"60 km ENE of Beatty, Nevada",4.3,,,37.117,-116.127,20:00:00,1982,05,06
"64 km NNW of Indian Springs, Nevada",5.7,,,37.069,-116.045,18:17:00,1982,05,07
"12 km SE of Alamo, Nevada",4.0,,,37.271,-115.08,19:29:24,1982,05,12
"23km SSE of San Pedro, CA",4.36,,,33.546,-118.206,13:44:30,1982,05,25
"52 km E of San Vicente, Mexico",4.5,,,31.25,-115.7,12:45:25,1982,05,25
"71km E of Maneadero, B.C., MX",4.31,,,31.627,-115.824,13:02:59,1982,05,28
"10 km NNE of Dixon Lane-Meadow Creek, California",4.3,,,37.4696667,-118.369,16:41:47,1982,06,04
"1km SSW of Anza, CA",4.81,,,33.549,-116.677,23:49:21,1982,06,15
"63 km SSW of Rachel, Nevada",4.3,,,37.114,-116.017,14:00:00,1982,06,16
"2km NNE of Anza, CA",4.19,,,33.574,-116.663,00:03:01,1982,06,16
"29 km ENE of Soledad, California",4.1,,,36.5336667,-121.0278333,10:17:33,1982,06,19
"50 km NE of Beatty, Nevada",5.6,,,37.236,-116.37,14:15:00,1982,06,24
"11 km NW of Parkfield, California",4.0,,,35.9731667,-120.5211667,03:58:23,1982,06,25
"18 km NE of Hiko, Nevada",4.1,,,37.693,-115.051,02:10:43,1982,07,06
"64 km ENE of Beatty, Nevada",4.5,,,37.102,-116.075,20:05:00,1982,07,29
"64 km NNW of Indian Springs, Nevada",5.7,,,37.084,-116.007,14:00:00,1982,08,05
"22 km SSE of Tres Pinos, California",4.5,,,36.6061667,-121.205,02:11:29,1982,08,10
"16 km SSE of Tres Pinos, California",4.6,,,36.6498333,-121.2755,07:46:42,1982,08,11
"8 km NE of Corralitos, California",4.5,,,37.0346667,-121.7303333,08:43:49,1982,08,18
"13km W of Bonny Doon, CA",4.35,,,37.034,-122.301,08:43:00,1982,08,18
"37 km SW of Mina, Nevada",4.0,,,38.165,-118.432,21:08:04,1982,08,29
"14 km S of Tres Pinos, California",4.0,,,36.6643333,-121.2925,03:11:07,1982,08,31
"24km WSW of Westmorland, CA",4.13,,,32.938,-115.845,05:21:26,1982,09,05
"60 km SSW of Rachel, Nevada",4.9,,,37.175,-116.088,17:00:00,1982,09,23
"59 km NE of Beatty, Nevada",4.9,,,37.212,-116.207,16:00:00,1982,09,23
"13 km SW of Aspen Springs, California",4.0,,,37.4661667,-118.8165,03:27:59,1982,09,23
"12 km S of Tres Pinos, California",4.0,,,36.6788333,-121.305,08:05:55,1982,09,24
"21 km NNW of Dyer, Nevada",5.0,,,37.852,-118.123,07:40:24,1982,09,24
"12 km SW of Aspen Springs, California",4.3,,,37.4683333,-118.8103333,00:41:49,1982,09,28
"13km NNE of Inyokern, CA",4.17,,,35.753,-117.75,18:21:01,1982,09,29
"66 km ENE of Beatty, Nevada",4.1,,,37.091,-116.045,13:30:00,1982,09,29
"13km NNE of Inyokern, CA",4.11,,,35.75,-117.748,22:38:10,1982,09,30
"9km NNE of Inyokern, CA",4.1,,,35.719,-117.761,22:11:28,1982,10,01
"10km NNE of Inyokern, CA",4.25,,,35.725,-117.76,22:10:21,1982,10,01
"12km NNE of Inyokern, CA",4.22,,,35.74,-117.75,22:10:00,1982,10,01
"12km NNE of Inyokern, CA",5.12,6.765,,35.743,-117.756,14:29:01,1982,10,01
"29 km ENE of Benton, California",4.0,,,37.926,-118.174,01:33:35,1982,10,01
"17 km ENE of Benton, California",4.0,,,37.872,-118.285,09:33:05,1982,10,02
"21 km N of Dyer, Nevada",4.0,,,37.862,-118.088,02:23:59,1982,10,04
"22 km SSW of Three Rocks, California",4.0,,,36.3291667,-120.5135,23:15:53,1982,10,25
"21 km SSW of Three Rocks, California",4.2,,,36.3311667,-120.5078333,23:12:16,1982,10,25
"22 km SSW of Three Rocks, California",5.4,6.023,,36.3198333,-120.5061667,22:26:03,1982,10,25
"8km W of Morongo Valley, CA",4.09,,,34.058,-116.667,11:21:25,1982,11,10
"59 km NNW of Indian Springs, Nevada",4.4,,,37.024,-116.032,19:17:00,1982,11,12
"24 km SSE of Dyer, Nevada",4.12,,,37.4605,-117.9583333,15:20:25,1982,12,10
"62 km NW of Indian Springs, Nevada",4.6,,,37.03,-116.072,15:20:00,1982,12,10
"26 km ENE of San Vicente, Mexico",4.0,,,31.4,-115.983,00:37:47,1982,12,10
"72 km E of San Vicente, Mexico",4.1,,,31.433,-115.5,17:15:04,1982,12,14
"25 km NNE of Benton, California",4.7,,,38.03,-118.35,19:06:24,1982,12,28
"19km NNE of Inyokern, CA",4.04,,,35.809,-117.737,09:07:23,1982,12,31
"20km NNE of Inyokern, CA",4.03,,,35.8116667,-117.7333333,03:03:05,1983,01,04
"2 km ESE of Mammoth Lakes, California",4.4,,,37.6408333,-118.9485,03:30:22,1983,01,07
"3 km SE of Mammoth Lakes, California",5.3,6.71,,37.6286667,-118.935,03:24:18,1983,01,07
"15km S of Mammoth Lakes, CA",4.33,,,37.5,-119.0,02:31:21,1983,01,07
"18km S of Mammoth Lakes, CA",4.1,,,37.474,-118.981,01:57:16,1983,01,07
"15km S of Mammoth Lakes, CA",4.04,,,37.5,-119.0,01:53:41,1983,01,07
"6 km ESE of Mammoth Lakes, California",5.4,6.859,,37.6215,-118.9018333,01:38:10,1983,01,07
"10 km WNW of Aspen Springs, California",4.3,,,37.5893333,-118.8188333,01:36:45,1983,01,07
"4 km ESE of Mammoth Lakes, California",4.1,,,37.6276667,-118.9251667,01:31:25,1983,01,07
"4km N of Fontana, CA",4.02,4.284,,34.133,-117.453,07:19:30,1983,01,08
"72km SW of Alberto Oviedo Mota, B.C., MX",4.39,,,31.8151667,-115.7631667,18:30:04,1983,01,12
"15 km WSW of Aspen Springs, California",4.8,,,37.5096667,-118.8743333,10:10:40,1983,01,25
"37 km SSW of South Dos Palos, California",4.2,,,36.674,-120.8608333,12:01:26,1983,02,05
"63 km NNW of Indian Springs, Nevada",4.1,,,37.051,-116.045,16:00:00,1983,02,11
"60 km SSW of Rachel, Nevada",4.0,,,37.163,-116.063,17:00:00,1983,02,17
"44km ENE of San Clemente Is. (SE tip), CA",4.38,,,33.0373333,-117.9523333,02:18:29,1983,02,22
"14 km WSW of Aspen Springs, California",4.0,,,37.521,-118.8688333,15:25:27,1983,03,16
"82 km ESE of San Felipe, Mexico",4.4,,,30.647,-114.094,02:41:23,1983,03,20
"51 km NNE of Beatty, Nevada",5.1,,,37.301,-116.46,20:20:00,1983,03,26
"67 km SW of Puerto Peñasco, Mexico",4.4,,,30.821,-113.954,10:25:46,1983,04,09
"65 km NNW of Indian Springs, Nevada",5.7,,,37.073,-116.046,19:05:00,1983,04,14
"64 km SSW of Rachel, Nevada",4.0,,,37.112,-116.022,13:53:00,1983,04,22
"17 km NW of San Felipe, Mexico",4.0,,,31.133,-114.967,22:16:22,1983,04,23
"13km NNE of Coalinga, CA",4.1,,,36.25,-120.3,23:54:49,1983,05,02
"11 km NNE of Coalinga, California",5.5,6.667,,36.23,-120.29,23:46:06,1983,05,02
"11 km NNE of Coalinga, California",6.7,8.234,8.3,36.2316667,-120.312,23:42:38,1983,05,02
"3 km E of Coalinga, California",4.07,,,36.1368333,-120.3251667,23:46:04,1983,05,03
"12 km NNE of Coalinga, California",4.72,,,36.2406667,-120.2871667,15:41:41,1983,05,03
"16 km N of Coalinga, California",4.11,,,36.285,-120.343,15:10:35,1983,05,03
"15 km NNE of Coalinga, California",4.25,,,36.2753333,-120.3166667,14:26:54,1983,05,03
"9 km ENE of Coalinga, California",4.04,,,36.1768333,-120.2693333,13:09:14,1983,05,03
"16 km WNW of Huron, California",4.1,,,36.275,-120.2665,09:39:45,1983,05,03
"8 km E of Coalinga, California",4.33,,,36.1475,-120.2646667,08:55:01,1983,05,03
"11 km NE of Coalinga, California",4.42,,,36.2176667,-120.2838333,06:35:03,1983,05,03
"14 km NNW of Coalinga, California",4.27,,,36.2631667,-120.406,06:04:46,1983,05,03
"15 km NNW of Coalinga, California",4.65,,,36.2701667,-120.4293333,06:04:22,1983,05,03
"14 km N of Coalinga, California",4.76,,,36.274,-120.375,04:32:32,1983,05,03
"13 km NNE of Coalinga, California",4.14,,,36.2395,-120.2808333,02:15:14,1983,05,03
"12 km SW of Huron, California",4.12,,,36.1393333,-120.2178333,01:41:45,1983,05,03
"14 km N of Coalinga, California",4.38,,,36.2693333,-120.3356667,00:57:44,1983,05,03
"11 km NNE of Coalinga, California",4.0,,,36.23,-120.29,00:17:08,1983,05,03
"12 km NNW of Avenal, California",4.2,,,36.1018333,-120.1923333,00:15:35,1983,05,03
"9 km NE of Coalinga, California",4.0,,,36.206,-120.296,00:00:22,1983,05,03
"60 km E of Beatty, Nevada",4.5,,,37.012,-116.089,15:20:00,1983,05,05
"11 km SW of Huron, California",4.08,,,36.1353333,-120.2038333,04:37:48,1983,05,05
"12 km NNE of Coalinga, California",5.2,4.7,,36.2463333,-120.3008333,02:49:11,1983,05,09
"19 km S of Cantua Creek, California",4.02,,,36.3273333,-120.3225,13:26:29,1983,05,10
"12 km NE of Coalinga, California",4.02,,,36.2278333,-120.274,11:05:30,1983,05,19
"10 km SW of Huron, California",4.04,,,36.1483333,-120.2025,08:39:21,1983,05,22
"64 km SSW of Rachel, Nevada",4.4,,,37.103,-116.006,15:00:00,1983,05,26
"12 km WSW of Huron, California",4.16,,,36.1568333,-120.2255,05:18:37,1983,06,07
"62 km SSW of Rachel, Nevada",4.5,,,37.158,-116.089,17:10:00,1983,06,09
"15 km NW of Coalinga, California",4.53,4.753,,36.2503333,-120.457,03:09:52,1983,06,11
"28km SW of Coronado, CA",4.65,3.789,,32.5353333,-117.418,08:08:35,1983,06,29
"11 km W of Aspen Springs, California",5.3,,,37.557,-118.8458333,18:40:07,1983,07,03
"9 km NNW of Truckee, California",4.0,,,39.4121667,-120.2063333,15:08:19,1983,07,03
"13 km ENE of Mono City, California",4.8,,,38.0648333,-118.9963333,14:27:26,1983,07,05
"12 km NNW of Coalinga, California",4.72,6.093,,36.245,-120.4051667,07:40:51,1983,07,09
"5km SSW of Niland, CA",4.14,,,33.2046667,-115.5463333,21:16:48,1983,07,13
"18 km NW of Mina, Nevada",4.6,,,38.515,-118.253,22:03:10,1983,07,15
"8 km ENE of Coalinga, California",4.18,,,36.1778333,-120.2823333,19:28:05,1983,07,18
"9 km NNW of Coalinga, California",4.82,,,36.2178333,-120.41,03:43:00,1983,07,22
"12 km NNW of Coalinga, California",4.1,,,36.233,-120.432,03:29:02,1983,07,22
"11 km NNW of Coalinga, California",5.37,7.306,,36.2356667,-120.4138333,02:39:53,1983,07,22
"57 km SSW of Puerto Peñasco, Mexico",4.3,,,30.856,-113.814,12:48:07,1983,07,23
"10 km NNW of Coalinga, California",5.04,5.5,,36.2245,-120.4023333,22:31:39,1983,07,25
"5 km NW of Aspen Springs, California",4.0,,,37.5941667,-118.7573333,01:26:16,1983,07,30
"64 km ENE of Beatty, Nevada",4.2,,,37.119,-116.089,13:33:00,1983,08,03
"32 km NE of Soledad, California",4.0,,,36.6005,-121.0405,13:13:09,1983,08,08
"22 km NNE of Yosemite Valley, California",4.0,,,37.9218333,-119.4631667,01:19:02,1983,08,09
"56 km NNW of Indian Springs, Nevada",4.4,,,36.998,-116.003,14:00:00,1983,08,11
"3 km SW of Huron, California",4.13,,,36.1821667,-120.132,22:02:34,1983,08,12
"16 km NNW of Coalinga, California",4.2,,,36.281,-120.4093333,01:14:41,1983,08,12
"16 km NNW of Coalinga, California",4.27,,,36.2828333,-120.4175,12:43:35,1983,08,14
"20 km NNW of Coalinga, California",4.02,,,36.2991667,-120.4751667,03:21:17,1983,08,26
"54 km SSW of Rachel, Nevada",4.1,,,37.192,-115.992,13:59:59,1983,08,27
"25 km NW of San Simeon, California",5.2,,,35.83,-121.3555,10:10:30,1983,08,29
"31 km NW of Benton, California",4.0,,,38.0186667,-118.7283333,17:01:05,1983,09,01
"54 km NE of Beatty, Nevada",5.4,,,37.273,-116.355,14:00:00,1983,09,01
"12 km NNE of Coalinga, California",4.09,,,36.2321667,-120.2853333,09:21:31,1983,09,09
"11 km NE of Coalinga, California",5.47,,,36.2198333,-120.2796667,09:16:13,1983,09,09
"5 km S of Swall Meadows, California",4.0,,,37.457,-118.6381667,16:02:12,1983,09,10
"11 km NNW of Coalinga, California",4.76,,,36.2371667,-120.3871667,11:48:06,1983,09,11
"71 km S of Eureka, Nevada",4.2,,,38.867,-116.017,19:03:21,1983,09,13
"64 km SSW of Rachel, Nevada",4.2,,,37.113,-116.043,16:24:59,1983,09,21
"59 km NE of Beatty, Nevada",4.1,,,37.21,-116.209,15:00:00,1983,09,21
"65 km SSW of Rachel, Nevada",4.1,,,37.106,-116.049,15:00:00,1983,09,22
"9 km W of Aspen Springs, California",4.8,,,37.5563333,-118.8195,16:14:00,1983,09,30
"20km NNE of Kernville, CA",4.52,,,35.92,-118.333,22:44:13,1983,10,21
"10 km NW of Coalinga, California",4.06,,,36.2126667,-120.4401667,22:02:35,1983,11,20
"56 km NNW of Indian Springs, Nevada",4.0,,,37.021,-115.975,15:59:59,1983,12,09
"63 km SSW of Rachel, Nevada",5.1,,,37.14,-116.072,18:30:00,1983,12,16
"12 km NW of Avenal, California",4.32,,,36.095,-120.2085,18:04:07,1983,12,21
"2 km SE of Mesa, California",4.0,,,37.4071667,-118.5221667,03:11:13,1984,01,14
"14 km NNW of Big Sur, California",4.5,,,36.389,-121.884,06:59:50,1984,01,23
"14 km NW of Big Sur, California",5.1,,,36.3766667,-121.8956667,05:40:19,1984,01,23
"61 km ENE of Beatty, Nevada",4.1,,,37.113,-116.122,15:30:00,1984,01,31
"16 km NNW of Big Sur, California",4.1,,,36.3971667,-121.8938333,07:23:24,1984,02,10
"60 km SW of Rachel, Nevada",5.0,,,37.221,-116.181,17:00:00,1984,02,15
"2 km W of Carter Springs, Nevada",4.1,,,38.857,-119.675,12:03:56,1984,02,17
"15 km N of Coalinga, California",4.1,,,36.2815,-120.3283333,09:43:09,1984,02,19
"3 km S of Round Valley, California",4.5,,,37.3843333,-118.5868333,01:36:20,1984,02,27
"6km E of Ocotillo Wells, CA",4.23,,,33.136,-116.071,02:07:31,1984,02,29
"64 km NNW of Indian Springs, Nevada",5.9,,,37.066,-116.046,17:45:00,1984,03,01
"10 km NNE of Livermore, CA",4.1,,,37.7591667,-121.7186667,05:27:29,1984,03,18
"10 km WSW of Ridgemark, California",4.0,,,36.7623333,-121.465,07:58:39,1984,03,26
"3 km ENE of San Leandro, California",4.3,,,37.7411667,-122.1208333,03:36:35,1984,03,27
"63 km SSW of Rachel, Nevada",4.1,,,37.146,-116.084,14:30:00,1984,03,31
"57km SSW of Progreso, B.C., MX",4.15,,,32.088,-115.765,03:28:35,1984,04,13
"14 km E of Seven Trees, California",6.2,8.047,,37.3096667,-121.6788333,21:15:18,1984,04,24
"7 km NE of Coalinga, California",4.0,,,36.1793333,-120.2951667,04:52:50,1984,04,24
"7 km ESE of Mammoth Lakes, California",4.7,,,37.6276667,-118.8885,22:48:20,1984,04,28
"62 km NNW of Indian Springs, Nevada",4.2,,,37.085,-115.966,20:06:48,1984,05,01
"64 km SSW of Rachel, Nevada",5.3,,,37.106,-116.022,19:05:00,1984,05,01
"16 km N of Morgan Hill, California",4.2,,,37.2778333,-121.6495,13:07:11,1984,05,03
"11km ENE of Santa Ynez, CA",4.26,,,34.661,-119.973,19:32:32,1984,05,07
"7 km NE of Coalinga, California",4.4,,,36.179,-120.2906667,19:21:12,1984,05,08
"2km WSW of Delta, B.C., MX",4.05,,,32.348,-115.215,23:30:48,1984,05,31
"65 km SSW of Rachel, Nevada",5.8,,,37.103,-116.048,13:04:00,1984,05,31
"15 km NNE of Morgan Hill, California",4.2,,,37.2595,-121.5936667,16:56:20,1984,06,05
"17km NNW of Fillmore, CA",4.04,,,34.541,-118.989,00:27:52,1984,06,12
"22 km WSW of Guadalupe, California",4.3,,,34.9261667,-120.8065,19:28:05,1984,06,20
"57 km NW of Indian Springs, Nevada",4.2,,,37.002,-116.031,16:10:00,1984,06,20
"58 km NW of Indian Springs, Nevada",4.6,,,37.0,-116.043,15:15:00,1984,06,20
"67km WSW of Alberto Oviedo Mota, B.C., MX",4.09,,,31.923,-115.783,12:08:06,1984,06,24
"74 km SSW of Puerto Peñasco, Mexico",4.6,,,30.682,-113.802,22:08:38,1984,07,20
"50 km NE of Beatty, Nevada",5.3,,,37.268,-116.411,15:30:00,1984,07,25
"20 km ENE of Bishop, California",4.49,,,37.4408333,-118.1885,15:00:27,1984,08,02
"58 km NNW of Indian Springs, Nevada",4.7,,,37.017,-116.008,15:00:00,1984,08,02
"9km NE of Cabazon, CA",4.21,,,33.976,-116.713,08:14:36,1984,08,06
"64 km NNW of Indian Springs, Nevada",4.5,,,37.09,-115.998,14:45:00,1984,08,30
"33 km SW of Puerto Peñasco, Mexico",4.8,,,31.078,-113.746,12:37:05,1984,09,05
"88 km SSW of Puerto Peñasco, Mexico",5.4,,,30.614,-113.966,20:34:25,1984,09,06
"23km N of Borrego Springs, CA",4.07,,,33.46,-116.37,17:57:30,1984,09,07
"49km WSW of Carlsbad, CA",4.31,,,32.945,-117.806,11:03:13,1984,09,07
"61 km ENE of Beatty, Nevada",4.3,,,37.073,-116.097,21:01:36,1984,09,13
"64 km ENE of Beatty, Nevada",5.0,,,37.087,-116.071,14:00:00,1984,09,13
"11 km ESE of East Foothills, California",4.4,,,37.3355,-121.7028333,20:46:05,1984,09,26
"62 km NNW of Indian Springs, Nevada",4.2,,,37.076,-115.989,18:13:59,1984,10,02
"21 km NE of Soledad, California",4.0,,,36.576,-121.1786667,16:16:29,1984,10,05
"12km NE of Julian, CA",4.5,,,33.138,-116.501,21:22:58,1984,10,10
"8km NNW of Los Olivos, CA",4.53,5.183,,34.737,-120.147,10:36:02,1984,10,25
"16km W of Malibu, CA",4.56,,,34.016,-118.988,17:20:43,1984,10,26
"56 km NNW of Indian Springs, Nevada",4.5,,,37.0,-116.017,16:40:00,1984,11,10
"2 km NW of Round Valley, California",5.5,6.709,,37.4321667,-118.6071667,19:12:34,1984,11,23
"4 km NNW of Round Valley, California",6.1,7.113,,37.4596667,-118.6071667,18:08:25,1984,11,23
"3 km WNW of Round Valley, California",4.0,,,37.4295,-118.6295,20:25:32,1984,11,24
"6 km N of Round Valley, California",4.2,,,37.4745,-118.5853333,09:21:17,1984,11,24
"4 km NNW of Round Valley, California",4.8,,,37.455,-118.6093333,23:10:08,1984,11,25
"5 km S of Swall Meadows, California",4.1,,,37.4546667,-118.6471667,16:15:19,1984,11,25
"7 km SSW of Swall Meadows, California",4.5,,,37.443,-118.6696667,16:31:20,1984,11,26
"6 km WNW of Round Valley, California",4.61,,,37.4456667,-118.6508333,16:31:14,1984,11,26
"6 km WNW of Round Valley, California",5.6,7.054,,37.4473333,-118.6476667,16:21:40,1984,11,26
"5 km SSW of Swall Meadows, California",4.4,,,37.4575,-118.6628333,01:41:52,1984,11,27
"5 km NNW of Round Valley, California",4.6,,,37.4681667,-118.6005,16:57:37,1984,11,28
"2 km WSW of Round Valley, California",4.7,,,37.412,-118.6191667,16:23:25,1984,11,28
"46 km NNE of Beatty, Nevada",5.5,,,37.27,-116.498,19:40:00,1984,12,09
"29km ENE of Ensenada, B.C., MX",4.24,,,31.949,-116.329,08:03:10,1984,12,09
"57 km NE of Beatty, Nevada",5.4,,,37.281,-116.305,14:45:00,1984,12,15
"54 km NNW of Indian Springs, Nevada",4.2,,,36.979,-116.006,16:19:59,1984,12,20
"4 km S of Swall Meadows, California",4.1,,,37.4633333,-118.6448333,09:21:49,1985,01,03
"31 km ENE of Mono City, California",5.2,,,38.1565,-118.8155,11:27:20,1985,01,24
"11km ENE of Oildale, CA",4.61,5.415,,35.457,-118.906,06:58:16,1985,02,08
"63 km NNW of Indian Springs, Nevada",4.8,,,37.058,-116.045,16:31:00,1985,03,15
"59 km SSW of Rachel, Nevada",5.3,,,37.18,-116.089,18:30:00,1985,03,23
"4 km NNW of Round Valley, California",5.1,,,37.4525,-118.6116667,16:05:12,1985,03,25
"65 km SSW of Rachel, Nevada",4.8,,,37.112,-116.063,20:39:12,1985,04,02
"66 km SSW of Rachel, Nevada",5.7,,,37.095,-116.032,20:00:00,1985,04,02
"4km NE of Santa Paula, CA",4.07,,,34.38,-119.038,04:04:50,1985,04,03
"58 km ENE of Beatty, Nevada",4.8,,,37.201,-116.207,23:15:00,1985,04,06
"4 km WNW of Round Valley, California",4.1,,,37.4333333,-118.6341667,04:03:06,1985,04,26
"54 km NE of Beatty, Nevada",5.7,,,37.253,-116.325,15:20:00,1985,05,02
"4 km SE of Swall Meadows, California",4.7,,,37.473,-118.607,03:22:45,1985,05,04
"16km SE of Buttonwillow, CA",4.41,,,35.297,-119.346,23:14:33,1985,05,06
"69km E of Maneadero, B.C., MX",4.3,,,31.703,-115.836,23:49:48,1985,05,08
"70km ENE of Maneadero, B.C., MX",4.87,,,31.897,-115.856,23:40:21,1985,05,08
"70km WSW of Alberto Oviedo Mota, B.C., MX",4.05,,,31.891,-115.795,03:23:37,1985,05,09
"69km WSW of Alberto Oviedo Mota, B.C., MX",4.63,,,31.887,-115.787,05:39:39,1985,05,10
"7 km NE of Coalinga, California",4.3,,,36.1795,-120.2908333,08:59:22,1985,05,11
"71km WSW of Alberto Oviedo Mota, B.C., MX",4.28,,,31.885,-115.801,00:50:32,1985,06,09
"63 km ENE of Beatty, Nevada",4.4,,,37.088,-116.084,17:30:00,1985,06,12
"44 km NNE of Beatty, Nevada",5.5,,,37.248,-116.489,15:15:00,1985,06,12
"61 km ENE of Beatty, Nevada",4.3,,,37.124,-116.122,18:03:00,1985,06,26
"55 km ENE of San Felipe, Mexico",4.3,,,31.162,-114.277,10:34:46,1985,07,06
"33km ENE of Big Bear City, CA",4.02,,,34.422,-116.542,14:05:25,1985,07,18
"51 km NNE of Beatty, Nevada",5.2,,,37.297,-116.438,14:00:00,1985,07,25
"6 km ENE of Avenal, California",4.1,,,36.0333333,-120.0683333,15:15:39,1985,08,04
"11 km SSE of Huron, California",4.0,,,36.1053333,-120.0636667,12:08:41,1985,08,04
